"commodity","mean_daily_return","annualised_vol","skewness","kurtosis","n_obs"
"ALI_F",0.00126824585948354,0.268098255815144,-0.826626715688483,6.66630182370152,273
"CL_F",0.00124276397770973,0.529381365808239,-0.780813432522653,7.8833666848142,273
"GC_F",0.00098870600498219,0.283612453090481,-1.40118446193513,10.9543842577862,273
"HG_F",0.00151364830261207,0.269728259654971,-0.0514687020286531,3.76541347244879,273
"NG_F",-4.28427423117877e-05,0.974883731208986,-3.94908306438794,49.4543580696439,273
