Date,Close
2025-08-05 00:00:00-04:00,3.009999990463257
2025-08-06 00:00:00-04:00,3.0769999027252197
2025-08-07 00:00:00-04:00,3.066999912261963
2025-08-08 00:00:00-04:00,2.990000009536743
2025-08-11 00:00:00-04:00,2.9539999961853027
2025-08-12 00:00:00-04:00,2.808000087738037
2025-08-13 00:00:00-04:00,2.828000068664551
2025-08-14 00:00:00-04:00,2.8410000801086426
2025-08-15 00:00:00-04:00,2.9159998893737793
2025-08-18 00:00:00-04:00,2.890000104904175
2025-08-19 00:00:00-04:00,2.7660000324249268
2025-08-20 00:00:00-04:00,2.752000093460083
2025-08-21 00:00:00-04:00,2.8259999752044678
2025-08-22 00:00:00-04:00,2.697999954223633
2025-08-25 00:00:00-04:00,2.696000099182129
2025-08-26 00:00:00-04:00,2.7170000076293945
2025-08-27 00:00:00-04:00,2.867000102996826
2025-08-28 00:00:00-04:00,2.944000005722046
2025-08-29 00:00:00-04:00,2.996999979019165
2025-09-02 00:00:00-04:00,3.009000062942505
2025-09-03 00:00:00-04:00,3.063999891281128
2025-09-04 00:00:00-04:00,3.0739998817443848
2025-09-05 00:00:00-04:00,3.0480000972747803
2025-09-08 00:00:00-04:00,3.0899999141693115
2025-09-09 00:00:00-04:00,3.117000102996826
2025-09-10 00:00:00-04:00,3.0290000438690186
2025-09-11 00:00:00-04:00,2.934000015258789
2025-09-12 00:00:00-04:00,2.940999984741211
2025-09-15 00:00:00-04:00,3.0429999828338623
2025-09-16 00:00:00-04:00,3.1029999256134033
2025-09-17 00:00:00-04:00,3.0999999046325684
2025-09-18 00:00:00-04:00,2.938999891281128
2025-09-19 00:00:00-04:00,2.888000011444092
2025-09-22 00:00:00-04:00,2.805999994277954
2025-09-23 00:00:00-04:00,2.8529999256134033
2025-09-24 00:00:00-04:00,2.8580000400543213
2025-09-25 00:00:00-04:00,2.9040000438690186
2025-09-26 00:00:00-04:00,2.8350000381469727
2025-09-29 00:00:00-04:00,3.2669999599456787
2025-09-30 00:00:00-04:00,3.302999973297119
2025-10-01 00:00:00-04:00,3.4760000705718994
2025-10-02 00:00:00-04:00,3.441999912261963
2025-10-03 00:00:00-04:00,3.3239998817443848
2025-10-06 00:00:00-04:00,3.3570001125335693
2025-10-07 00:00:00-04:00,3.497999906539917
2025-10-08 00:00:00-04:00,3.3329999446868896
2025-10-09 00:00:00-04:00,3.2690000534057617
2025-10-10 00:00:00-04:00,3.1059999465942383
2025-10-13 00:00:00-04:00,3.118000030517578
2025-10-14 00:00:00-04:00,3.0280001163482666
2025-10-15 00:00:00-04:00,3.0160000324249268
2025-10-16 00:00:00-04:00,2.937999963760376
2025-10-17 00:00:00-04:00,3.007999897003174
2025-10-20 00:00:00-04:00,3.3970000743865967
2025-10-21 00:00:00-04:00,3.4739999771118164
2025-10-22 00:00:00-04:00,3.450000047683716
2025-10-23 00:00:00-04:00,3.3440001010894775
2025-10-24 00:00:00-04:00,3.303999900817871
2025-10-27 00:00:00-04:00,3.441999912261963
2025-10-28 00:00:00-04:00,3.3450000286102295
2025-10-29 00:00:00-04:00,3.375999927520752
2025-10-30 00:00:00-04:00,3.9560000896453857
2025-10-31 00:00:00-04:00,4.124000072479248
2025-11-03 00:00:00-05:00,4.265999794006348
2025-11-04 00:00:00-05:00,4.3429999351501465
2025-11-05 00:00:00-05:00,4.23199987411499
2025-11-06 00:00:00-05:00,4.35699987411499
2025-11-07 00:00:00-05:00,4.315000057220459
2025-11-10 00:00:00-05:00,4.3379998207092285
2025-11-11 00:00:00-05:00,4.565000057220459
2025-11-12 00:00:00-05:00,4.5329999923706055
2025-11-13 00:00:00-05:00,4.645999908447266
2025-11-14 00:00:00-05:00,4.565999984741211
2025-11-17 00:00:00-05:00,4.361000061035156
2025-11-18 00:00:00-05:00,4.370999813079834
2025-11-19 00:00:00-05:00,4.550000190734863
2025-11-20 00:00:00-05:00,4.473999977111816
2025-11-21 00:00:00-05:00,4.579999923706055
2025-11-24 00:00:00-05:00,4.548999786376953
2025-11-25 00:00:00-05:00,4.423999786376953
2025-11-26 00:00:00-05:00,4.558000087738037
2025-11-28 00:00:00-05:00,4.849999904632568
2025-12-01 00:00:00-05:00,4.921000003814697
